Year,imdb,Title,clean_test,binary,budget,gross,grosscode,,,,,
2013,tt2002718,Machete Kills,ok,PASS,2000000,9408161,International Gross,,,,,
2005,tt0351283,Madagascar,nowomen,FAIL,75000000,193595521,Domestic Gross (US),,,,,
2005,tt0351283,Madagascar,nowomen,FAIL,75000000,556559566,International Gross,,,,,
2012,tt1277953,Madagascar 3: Europe&#39;s Most Wanted,men,FAIL,145000000,216391482,Domestic Gross (US),,,,,
2012,tt1277953,Madagascar 3: Europe&#39;s Most Wanted,men,FAIL,145000000,746921271,International Gross,,,,,
2010,tt1371155,Made In Dagenham,ok,PASS,8000000,1095369,Domestic Gross (US),,,,,
2010,tt1371155,Made In Dagenham,ok,PASS,8000000,15644196,International Gross,,,,,
2008,tt0866439,Made of Honor,men,FAIL,40000000,46012734,Domestic Gross (US),,,,,
2008,tt0866439,Made of Honor,men,FAIL,40000000,106548738,International Gross,,,,,
1999,tt0175880,Magnolia,notalk,FAIL,37000000,22450975,Domestic Gross (US),,,,,
1999,tt0175880,Magnolia,notalk,FAIL,37000000,48446802,International Gross,,,,,
2002,tt0252076,Maid in Manhattan,ok,PASS,55000000,93932896,Domestic Gross (US),,,,,
2002,tt0252076,Maid in Manhattan,ok,PASS,55000000,163838217,International Gross,,,,,
1989,tt0097815,Major League,notalk,FAIL,11000000,49793054,Domestic Gross (US),,,,,
1989,tt0097815,Major League,notalk,FAIL,11000000,49793054,International Gross,,,,,
1992,tt0104797,Malcolm X,dubious,FAIL,35000000,48169910,Domestic Gross (US),,,,,
1992,tt0104797,Malcolm X,dubious,FAIL,35000000,48169910,International Gross,,,,,
1995,tt0113749,Mallrats,notalk,FAIL,6100000,2108367,Domestic Gross (US),,,,,
1995,tt0113749,Mallrats,notalk,FAIL,6100000,2108367,International Gross,,,,,
2013,tt2023587,Mama,ok,PASS,15000000,71628180,Domestic Gross (US),,,,,
2013,tt2023587,Mama,ok,PASS,15000000,148041253,International Gross,,,,,
2013,tt0770828,Man of Steel,ok,PASS,225000000,291045518,Domestic Gross (US),,,,,
2013,tt0770828,Man of Steel,ok,PASS,225000000,687999518,International Gross,,,,,
2005,tt0331933,Man of the House,ok,PASS,50000000,19699706,Domestic Gross (US),,,,,
2005,tt0331933,Man of the House,ok,PASS,50000000,22099706,International Gross,,,,,
2006,tt0483726,Man of the Year,notalk,FAIL,20000000,37442180,Domestic Gross (US),,,,,
2006,tt0483726,Man of the Year,notalk,FAIL,20000000,41342180,International Gross,,,,,
2011,tt0466893,Margaret,ok,PASS,14000000,47185,Domestic Gross (US),,,,,
2011,tt0466893,Margaret,ok,PASS,14000000,47185,International Gross,,,,,
2011,tt1615147,Margin Call,notalk,FAIL,3400000,5353586,Domestic Gross (US),,,,,
2011,tt1615147,Margin Call,notalk,FAIL,3400000,17872206,International Gross,,,,,
2004,tt0390221,Maria Full of Grace,ok,PASS,3200000,6529624,Domestic Gross (US),,,,,
2004,tt0390221,Maria Full of Grace,ok,PASS,3200000,14441158,International Gross,,,,,
2006,tt0422720,Marie Antoinette,ok,PASS,40000000,15962471,Domestic Gross (US),,,,,
2006,tt0422720,Marie Antoinette,ok,PASS,40000000,60862471,International Gross,,,,,
1996,tt0116996,Mars Attacks!,ok,PASS,80000000,37771017,Domestic Gross (US),,,,,
1996,tt0116996,Mars Attacks!,ok,PASS,80000000,101371017,International Gross,,,,,
2011,tt1305591,Mars Needs Moms,dubious,FAIL,150000000,21392758,Domestic Gross (US),,,,,
2011,tt1305591,Mars Needs Moms,dubious,FAIL,150000000,39549758,International Gross,,,,,
2011,tt1441326,Martha Marcy May Marlene,ok,PASS,1000000,2981038,Domestic Gross (US),,,,,
2011,tt1441326,Martha Marcy May Marlene,ok,PASS,1000000,3531038,International Gross,,,,,
2003,tt0311113,Master and Commander: The Far Side of the World,nowomen,FAIL,135000000,93926386,Domestic Gross (US),,,,,
2003,tt0311113,Master and Commander: The Far Side of the World,nowomen,FAIL,135000000,212912137,International Gross,,,,,
2005,tt0416320,Match Point,ok,PASS,15000000,23089926,Domestic Gross (US),,,,,
2005,tt0416320,Match Point,ok,PASS,15000000,87989926,International Gross,,,,,
2008,tt0467197,Max Payne,ok,PASS,35000000,40687294,Domestic Gross (US),,,,,
2008,tt0467197,Max Payne,ok,PASS,35000000,85761789,International Gross,,,,,
2002,tt0303361,May,ok,PASS,1750000,145540,Domestic Gross (US),,,,,
2002,tt0303361,May,ok,PASS,1750000,497339,International Gross,,,,,
2005,tt0415978,Me and You and Everyone We Know,ok,PASS,2000000,3885134,Domestic Gross (US),,,,,
2005,tt0415978,Me and You and Everyone We Know,ok,PASS,2000000,8425527,International Gross,,,,,
2004,tt0377092,Mean Girls,ok,PASS,18000000,86047227,Domestic Gross (US),,,,,
2004,tt0377092,Mean Girls,ok,PASS,18000000,130953026,International Gross,,,,,
2010,tt1518812,Meek&#39;s Cutoff,men,FAIL,2000000,977772,Domestic Gross (US),,,,,
2010,tt1518812,Meek&#39;s Cutoff,men,FAIL,2000000,1869928,International Gross,,,,,
2008,tt0765476,Meet Dave,notalk,FAIL,60000000,11803254,Domestic Gross (US),,,,,
2008,tt0765476,Meet Dave,notalk,FAIL,60000000,50648806,International Gross,,,,,
2000,tt0212338,Meet the Parents,men,FAIL,55000000,166225040,Domestic Gross (US),,,,,
2000,tt0212338,Meet the Parents,men,FAIL,55000000,304599899,International Gross,,,,,
2010,tt1001526,Megamind,nowomen,FAIL,130000000,148415853,Domestic Gross (US),,,,,
2010,tt1001526,Megamind,nowomen,FAIL,130000000,321887208,International Gross,,,,,
2011,tt1527186,Melancholia,ok,PASS,9400000,3030848,Domestic Gross (US),,,,,
2011,tt1527186,Melancholia,ok,PASS,9400000,18044073,International Gross,,,,,
2000,tt0209144,Memento,notalk,FAIL,5000000,25544867,Domestic Gross (US),,,,,
2000,tt0209144,Memento,notalk,FAIL,5000000,39723096,International Gross,,,,,
2005,tt0397535,Memoirs of a Geisha,ok,PASS,85000000,57010853,Domestic Gross (US),,,,,
2005,tt0397535,Memoirs of a Geisha,ok,PASS,85000000,161510853,International Gross,,,,,
1997,tt0119654,Men in Black,notalk,FAIL,90000000,250690539,Domestic Gross (US),,,,,
1997,tt0119654,Men in Black,notalk,FAIL,90000000,587790539,International Gross,,,,,
2002,tt0120912,Men in Black II,notalk,FAIL,140000000,190418803,Domestic Gross (US),,,,,
2002,tt0120912,Men in Black II,notalk,FAIL,140000000,441767803,International Gross,,,,,
2012,tt1409024,Men in Black III,notalk,FAIL,215000000,179020854,Domestic Gross (US),,,,,
2012,tt1409024,Men in Black III,notalk,FAIL,215000000,624821154,International Gross,,,,,
1998,tt0120749,Mercury Rising,notalk,FAIL,60000000,32983332,Domestic Gross (US),,,,,
1998,tt0120749,Mercury Rising,notalk,FAIL,60000000,32983332,International Gross,,,,,
2007,tt0465538,Michael Clayton,men,FAIL,21500000,49033882,Domestic Gross (US),,,,,
2007,tt0465538,Michael Clayton,men,FAIL,21500000,92987651,International Gross,,,,,
2009,tt1149361,Micmacs (Micmacs &agrave; tire-larigot),dubious,FAIL,42000000,1259693,Domestic Gross (US),,,,,
2009,tt1149361,Micmacs (Micmacs &agrave; tire-larigot),dubious,FAIL,42000000,11756922,International Gross,,,,,
2011,tt1605783,Midnight in Paris,ok,PASS,30000000,56816662,Domestic Gross (US),,,,,
2011,tt1605783,Midnight in Paris,ok,PASS,30000000,154816662,International Gross,,,,,
1988,tt0095631,Midnight Run,men,FAIL,30000000,38413606,Domestic Gross (US),,,,,
1988,tt0095631,Midnight Run,men,FAIL,30000000,81613606,International Gross,,,,,
2008,tt1013753,Milk,notalk,FAIL,20000000,31841299,Domestic Gross (US),,,,,
2008,tt1013753,Milk,notalk,FAIL,20000000,57293371,International Gross,,,,,
2004,tt0405159,Million Dollar Baby,ok,PASS,30000000,100492203,Domestic Gross (US),,,,,
2004,tt0405159,Million Dollar Baby,ok,PASS,30000000,232016402,International Gross,,,,,
2002,tt0181689,Minority Report,notalk,FAIL,102000000,132024714,Domestic Gross (US),,,,,
2002,tt0181689,Minority Report,notalk,FAIL,102000000,358824714,International Gross,,,,,
2004,tt0349825,Miracle,notalk,FAIL,28000000,64378093,Domestic Gross (US),,,,,
2004,tt0349825,Miracle,notalk,FAIL,28000000,64474705,International Gross,,,,,
2008,tt1046997,Miracle at St. Anna,men,FAIL,45000000,7916887,Domestic Gross (US),,,,,
2008,tt1046997,Miracle at St. Anna,men,FAIL,45000000,9110458,International Gross,,,,,
2012,tt1667353,Mirror Mirror,dubious,FAIL,85000000,64935167,Domestic Gross (US),,,,,
2012,tt1667353,Mirror Mirror,dubious,FAIL,85000000,168611991,International Gross,,,,,
2005,tt0366780,MirrorMask,ok,PASS,4000000,864959,Domestic Gross (US),,,,,
2005,tt0366780,MirrorMask,ok,PASS,4000000,963224,International Gross,,,,,
2000,tt0212346,Miss Congeniality,ok,PASS,45000000,106807667,Domestic Gross (US),,,,,
2000,tt0212346,Miss Congeniality,ok,PASS,45000000,213420951,International Gross,,,,,
2005,tt0385307,Miss Congeniality 2: Armed &amp; Fabulous,ok,PASS,60000000,48478006,Domestic Gross (US),,,,,
2005,tt0385307,Miss Congeniality 2: Armed &amp; Fabulous,ok,PASS,60000000,101382396,International Gross,,,,,
2006,tt0482546,Miss Potter,ok,PASS,30000000,3005605,Domestic Gross (US),,,,,
2006,tt0482546,Miss Potter,ok,PASS,30000000,35891257,International Gross,,,,,
2000,tt0183523,Mission to Mars,notalk,FAIL,90000000,60874615,Domestic Gross (US),,,,,
2000,tt0183523,Mission to Mars,notalk,FAIL,90000000,106000000,International Gross,,,,,
1996,tt0117060,Mission: Impossible,notalk,FAIL,80000000,180981886,Domestic Gross (US),,,,,
1996,tt0117060,Mission: Impossible,notalk,FAIL,80000000,457697994,International Gross,,,,,
2011,tt1229238,Mission: Impossible - Ghost Protocol,notalk,FAIL,145000000,209397903,Domestic Gross (US),,,,,
2011,tt1229238,Mission: Impossible - Ghost Protocol,notalk,FAIL,145000000,694713230,International Gross,,,,,
2003,tt0304415,Mona Lisa Smile,ok,PASS,65000000,63803100,Domestic Gross (US),,,,,
2003,tt0304415,Mona Lisa Smile,ok,PASS,65000000,141205169,International Gross,,,,,
2011,tt1210166,Moneyball,notalk,FAIL,50000000,75605492,Domestic Gross (US),,,,,
2011,tt1210166,Moneyball,notalk,FAIL,50000000,111174374,International Gross,,,,,
2001,tt0166276,Monkeybone,dubious,FAIL,75000000,5409517,Domestic Gross (US),,,,,
2001,tt0166276,Monkeybone,dubious,FAIL,75000000,5409517,International Gross,,,,,
1997,tt0119698,Mononoke-hime,ok,PASS,20000000,2374107,Domestic Gross (US),,,,,
1997,tt0119698,Mononoke-hime,ok,PASS,20000000,150350000,International Gross,,,,,
2001,tt0265343,Monsoon Wedding,ok,PASS,1200000,13876974,Domestic Gross (US),,,,,
2001,tt0265343,Monsoon Wedding,ok,PASS,1200000,27025600,International Gross,,,,,
2003,tt0340855,Monster,ok,PASS,5000000,34469210,Domestic Gross (US),,,,,
2003,tt0340855,Monster,ok,PASS,5000000,58003694,International Gross,,,,,
2006,tt0385880,Monster House,ok,PASS,75000000,73661010,Domestic Gross (US),,,,,
2006,tt0385880,Monster House,ok,PASS,75000000,141267370,International Gross,,,,,
2010,tt1470827,Monsters,nowomen,FAIL,500000,237301,Domestic Gross (US),,,,,
2010,tt1470827,Monsters,nowomen,FAIL,500000,5639730,International Gross,,,,,
2009,tt0892782,Monsters vs Aliens,dubious,FAIL,175000000,198351526,Domestic Gross (US),,,,,
2009,tt0892782,Monsters vs Aliens,dubious,FAIL,175000000,381687380,International Gross,,,,,
2001,tt0198781,"Monsters, Inc.",notalk,FAIL,115000000,289423425,Domestic Gross (US),,,,,
2001,tt0198781,"Monsters, Inc.",notalk,FAIL,115000000,559757719,International Gross,,,,,
2009,tt1182345,Moon,notalk,FAIL,5000000,5010163,Domestic Gross (US),,,,,
2009,tt1182345,Moon,notalk,FAIL,5000000,10676073,International Gross,,,,,
2012,tt1748122,Moonrise Kingdom,ok,PASS,16000000,45512466,Domestic Gross (US),,,,,
2012,tt1748122,Moonrise Kingdom,ok,PASS,16000000,64012466,International Gross,,,,,
2010,tt1126618,Morning Glory,ok,PASS,40000000,31011732,Domestic Gross (US),,,,,
2010,tt1126618,Morning Glory,ok,PASS,40000000,60040974,International Gross,,,,,
1995,tt0113855,Mortal Kombat,notalk,FAIL,20000000,70433227,Domestic Gross (US),,,,,
1995,tt0113855,Mortal Kombat,notalk,FAIL,20000000,122133227,International Gross,,,,,
1997,tt0119707,Mortal Kombat: Annihilation,ok,PASS,30000000,35927406,Domestic Gross (US),,,,,
1997,tt0119707,Mortal Kombat: Annihilation,ok,PASS,30000000,51327406,International Gross,,,,,
2009,tt1121977,Mother and Child,ok,PASS,7000000,1110509,Domestic Gross (US),,,,,
2009,tt1121977,Mother and Child,ok,PASS,7000000,5010509,International Gross,,,,,
2001,tt0203009,Moulin Rouge!,ok,PASS,53000000,57386369,Domestic Gross (US),,,,,
2001,tt0203009,Moulin Rouge!,ok,PASS,53000000,179213196,International Gross,,,,,
2002,tt0280590,Mr Deeds,men,FAIL,50000000,126293452,Domestic Gross (US),,,,,
2002,tt0280590,Mr Deeds,men,FAIL,50000000,171269535,International Gross,,,,,
2005,tt0356910,Mr. &amp; Mrs. Smith,men,FAIL,110000000,186336279,Domestic Gross (US),,,,,
2005,tt0356910,Mr. &amp; Mrs. Smith,men,FAIL,110000000,478336279,International Gross,,,,,
2011,tt1396218,Mr. Popper&#39;s Penguins,notalk,FAIL,55000000,68224452,Domestic Gross (US),,,,,
2011,tt1396218,Mr. Popper&#39;s Penguins,notalk,FAIL,55000000,189624452,International Gross,,,,,
1993,tt0107614,Mrs. Doubtfire,ok,PASS,25000000,219195051,Domestic Gross (US),,,,,
1993,tt0107614,Mrs. Doubtfire,ok,PASS,25000000,441286003,International Gross,,,,,
2012,tt2094064,Much Ado About Nothing,dubious,FAIL,8000000,22549338,Domestic Gross (US),,,,,
2012,tt2094064,Much Ado About Nothing,dubious,FAIL,8000000,22549338,International Gross,,,,,
1998,tt0120762,Mulan,dubious,FAIL,90000000,120620254,Domestic Gross (US),,,,,
1998,tt0120762,Mulan,dubious,FAIL,90000000,303500000,International Gross,,,,,
2001,tt0166924,Mulholland Dr.,ok,PASS,15000000,7219578,Domestic Gross (US),,,,,
2001,tt0166924,Mulholland Dr.,ok,PASS,15000000,11919578,International Gross,,,,,
2005,tt0408306,Munich,notalk,FAIL,75000000,47379090,Domestic Gross (US),,,,,
2005,tt0408306,Munich,notalk,FAIL,75000000,130279090,International Gross,,,,,
1999,tt0158811,Muppets From Space,ok,PASS,24000000,16304786,Domestic Gross (US),,,,,
1999,tt0158811,Muppets From Space,ok,PASS,24000000,16304786,International Gross,,,,,
2007,tt0758766,Music and Lyrics,men,FAIL,40000000,50572589,Domestic Gross (US),,,,,
2007,tt0758766,Music and Lyrics,men,FAIL,40000000,145021477,International Gross,,,,,
1997,tt0417001,Must love Dogs,men,FAIL,35000000,43894863,Domestic Gross (US),,,,,
1997,tt0417001,Must love Dogs,men,FAIL,35000000,58894863,International Gross,,,,,
1997,tt0119738,My Best Friend&#39;s Wedding,men,FAIL,46000000,126813153,Domestic Gross (US),,,,,
1997,tt0119738,My Best Friend&#39;s Wedding,men,FAIL,46000000,298923419,International Gross,,,,,
2002,tt0259446,My Big Fat Greek Wedding,ok,PASS,5000000,241438208,Domestic Gross (US),,,,,
2002,tt0259446,My Big Fat Greek Wedding,ok,PASS,5000000,352242522,International Gross,,,,,
2009,tt1179891,My Bloody Valentine 3D,men,FAIL,14000000,51545952,Domestic Gross (US),,,,,
2009,tt1179891,My Bloody Valentine 3D,men,FAIL,14000000,102754998,International Gross,,,,,
1992,tt0104952,My Cousin Vinny,notalk,FAIL,11000000,52929168,Domestic Gross (US),,,,,
1992,tt0104952,My Cousin Vinny,notalk,FAIL,11000000,52929168,International Gross,,,,,
2009,tt1078588,My Sister&#39;s Keeper,ok,PASS,27500000,49200230,Domestic Gross (US),,,,,
2009,tt1078588,My Sister&#39;s Keeper,ok,PASS,27500000,96673002,International Gross,,,,,
1988,tt0095687,My Stepmother Is an Alien,ok,PASS,16000000,13854000,Domestic Gross (US),,,,,
1988,tt0095687,My Stepmother Is an Alien,ok,PASS,16000000,13854000,International Gross,,,,,
2004,tt0382189,My Summer of Love,ok,PASS,1700000,1000915,Domestic Gross (US),,,,,
2004,tt0382189,My Summer of Love,ok,PASS,1700000,4951476,International Gross,,,,,
1999,tt0132347,Mystery Men,nowomen,FAIL,68000000,29762011,Domestic Gross (US),,,,,
1999,tt0132347,Mystery Men,nowomen,FAIL,68000000,33462011,International Gross,,,,,
1988,tt0095690,Mystic Pizza,ok,PASS,6000000,12793213,Domestic Gross (US),,,,,
1988,tt0095690,Mystic Pizza,ok,PASS,6000000,12793213,International Gross,,,,,
2003,tt0327056,Mystic River,ok,PASS,30000000,90135191,Domestic Gross (US),,,,,
2003,tt0327056,Mystic River,ok,PASS,30000000,156835191,International Gross,,,,,
2006,tt0457510,Nacho Libre,nowomen,FAIL,32000000,80197993,Domestic Gross (US),,,,,
2006,tt0457510,Nacho Libre,nowomen,FAIL,32000000,99296462,International Gross,,,,,
1994,tt0110622,Naked Gun 33 1/3: The Final Insult,men,FAIL,30000000,51041856,Domestic Gross (US),,,,,
1994,tt0110622,Naked Gun 33 1/3: The Final Insult,men,FAIL,30000000,51041856,International Gross,,,,,
2010,tt1415283,Nanny McPhee and the Big Bang,ok,PASS,35000000,29197642,Domestic Gross (US),,,,,
2010,tt1415283,Nanny McPhee and the Big Bang,ok,PASS,35000000,97799865,International Gross,,,,,
2004,tt0374900,Napoleon Dynamite,notalk,FAIL,400000,44540956,Domestic Gross (US),,,,,
2004,tt0374900,Napoleon Dynamite,notalk,FAIL,400000,46122713,International Gross,,,,,
2013,tt1821549,Nebraska,ok,PASS,12000000,17482517,Domestic Gross (US),,,,,
2013,tt1821549,Nebraska,ok,PASS,12000000,17482517,International Gross,,,,,
2010,tt1334260,Never Let Me Go,ok,PASS,15000000,2434652,Domestic Gross (US),,,,,
2010,tt1334260,Never Let Me Go,ok,PASS,15000000,11509512,International Gross,,,,,
2011,tt1598822,New Year&#39;s Eve,ok,PASS,26000000,54544638,Domestic Gross (US),,,,,
2011,tt1598822,New Year&#39;s Eve,ok,PASS,26000000,143663899,International Gross,,,,,
2004,tt0363282,New York Minute,notalk,FAIL,40000000,14018364,Domestic Gross (US),,,,,
2004,tt0363282,New York Minute,notalk,FAIL,40000000,21215882,International Gross,,,,,
2008,tt0981227,Nick and Norah&#39;s Infinite Playlist,ok,PASS,10000000,31487293,Domestic Gross (US),,,,,
2008,tt0981227,Nick and Norah&#39;s Infinite Playlist,ok,PASS,10000000,33544594,International Gross,,,,,
2006,tt0477347,Night at the Museum,ok,PASS,110000000,250863268,Domestic Gross (US),,,,,
2006,tt0477347,Night at the Museum,ok,PASS,110000000,574480841,International Gross,,,,,
1990,tt0100263,Nikita,ok,PASS,7000000,5017971,Domestic Gross (US),,,,,
1990,tt0100263,Nikita,ok,PASS,7000000,5017971,International Gross,,,,,
2008,tt0410377,Nim&#39;s Island,ok,PASS,37000000,48006762,Domestic Gross (US),,,,,
2008,tt0410377,Nim&#39;s Island,ok,PASS,37000000,94081683,International Gross,,,,,
2009,tt0875034,Nine,men,FAIL,80000000,19676965,Domestic Gross (US),,,,,
2009,tt0875034,Nine,men,FAIL,80000000,53508858,International Gross,,,,,
2009,tt1186367,Ninja Assassin,notalk,FAIL,50000000,38122883,Domestic Gross (US),,,,,
2009,tt1186367,Ninja Assassin,notalk,FAIL,50000000,61622883,International Gross,,,,,
2007,tt0477348,No Country for Old Men,dubious,FAIL,25000000,74273505,Domestic Gross (US),,,,,
2007,tt0477348,No Country for Old Men,dubious,FAIL,25000000,164051250,International Gross,,,,,
2007,tt0481141,No Reservations,ok,PASS,28000000,43107979,Domestic Gross (US),,,,,
2007,tt0481141,No Reservations,ok,PASS,28000000,91665799,International Gross,,,,,
2011,tt1411238,No Strings Attached,ok,PASS,25000000,70662220,Domestic Gross (US),,,,,
2011,tt1411238,No Strings Attached,ok,PASS,25000000,149228078,International Gross,,,,,
2005,tt0395972,North Country,ok,PASS,30000000,18324242,Domestic Gross (US),,,,,
2005,tt0395972,North Country,ok,PASS,30000000,25224242,International Gross,,,,,
2006,tt0465551,Notes on a Scandal,ok,PASS,27500000,17510118,Domestic Gross (US),,,,,
2006,tt0465551,Notes on a Scandal,ok,PASS,27500000,49752391,International Gross,,,,,
1999,tt0125439,Notting Hill,ok,PASS,42000000,116089678,Domestic Gross (US),,,,,
1999,tt0125439,Notting Hill,ok,PASS,42000000,363728226,International Gross,,,,,
2013,tt1670345,Now You See Me,notalk,FAIL,75000000,117723989,Domestic Gross (US),,,,,
2013,tt1670345,Now You See Me,notalk,FAIL,75000000,351723989,International Gross,,,,,
2009,tt1266029,Nowhere Boy,dubious,FAIL,1900000,1445366,Domestic Gross (US),,,,,
2009,tt1266029,Nowhere Boy,dubious,FAIL,1900000,7785229,International Gross,,,,,
2001,tt0161860,Nowhere in Africa,ok,PASS,6500000,6173485,Domestic Gross (US),,,,,
2001,tt0161860,Nowhere in Africa,ok,PASS,6500000,6173485,International Gross,,,,,
2000,tt0190590,"O Brother, Where Art Thou?",nowomen,FAIL,26000000,45506619,Domestic Gross (US),,,,,
2000,tt0190590,"O Brother, Where Art Thou?",nowomen,FAIL,26000000,75763814,International Gross,,,,,
2013,tt1483013,Oblivion,men,FAIL,120000000,89107235,Domestic Gross (US),,,,,
2013,tt1483013,Oblivion,men,FAIL,120000000,287537983,International Gross,,,,,
2001,tt0240772,Ocean&#39;s Eleven,notalk,FAIL,85000000,183417150,Domestic Gross (US),,,,,
2001,tt0240772,Ocean&#39;s Eleven,notalk,FAIL,85000000,450728529,International Gross,,,,,
2011,tt1720182,October Baby,ok,PASS,1000000,5355847,Domestic Gross (US),,,,,
2011,tt1720182,October Baby,ok,PASS,1000000,5355847,International Gross,,,,,
1999,tt0151804,Office Space,notalk,FAIL,10000000,10827813,Domestic Gross (US),,,,,
1999,tt0151804,Office Space,notalk,FAIL,10000000,12827813,International Gross,,,,,
2005,tt0380599,Oliver Twist,notalk,FAIL,65000000,2070920,Domestic Gross (US),,,,,
2005,tt0380599,Oliver Twist,notalk,FAIL,65000000,26670920,International Gross,,,,,
2013,tt2302755,Olympus Has Fallen,notalk,FAIL,70000000,98927592,Domestic Gross (US),,,,,
2013,tt2302755,Olympus Has Fallen,notalk,FAIL,70000000,150562164,International Gross,,,,,
2006,tt0907657,Once,men,FAIL,150000,9445857,Domestic Gross (US),,,,,
2006,tt0907657,Once,men,FAIL,150000,18997174,International Gross,,,,,
2009,tt1235796,Ondine,ok,PASS,12000000,550472,Domestic Gross (US),,,,,
2009,tt1235796,Ondine,ok,PASS,12000000,550472,International Gross,,,,,
2012,tt1598828,One for the Money,ok,PASS,42000000,26414527,Domestic Gross (US),,,,,
2012,tt1598828,One for the Money,ok,PASS,42000000,36197221,International Gross,,,,,
2006,tt0400717,Open Season,notalk,FAIL,85000000,85105259,Domestic Gross (US),,,,,
2006,tt0400717,Open Season,notalk,FAIL,85000000,189901703,International Gross,,,,,
1997,tt0124819,Orgazmo,notalk,FAIL,1000000,582024,Domestic Gross (US),,,,,
1997,tt0124819,Orgazmo,notalk,FAIL,1000000,627287,International Gross,,,,,
2001,tt0181739,Osmosis Jones,dubious,FAIL,70000000,13596911,Domestic Gross (US),,,,,
2001,tt0181739,Osmosis Jones,dubious,FAIL,70000000,13596911,International Gross,,,,,
2011,tt1637706,Our Idiot Brother,ok,PASS,5000000,24814830,Domestic Gross (US),,,,,
2011,tt1637706,Our Idiot Brother,ok,PASS,5000000,25861249,International Gross,,,,,
1998,tt0120780,Out of Sight,men,FAIL,48000000,37562568,Domestic Gross (US),,,,,
1998,tt0120780,Out of Sight,men,FAIL,48000000,77562568,International Gross,,,,,
1995,tt0114069,Outbreak,ok,PASS,50000000,67823573,Domestic Gross (US),,,,,
1995,tt0114069,Outbreak,ok,PASS,50000000,67823573,International Gross,,,,,
2013,tt1623205,Oz the Great and Powerful,ok,PASS,200000000,234770996,Domestic Gross (US),,,,,
2013,tt1623205,Oz the Great and Powerful,ok,PASS,200000000,489570996,International Gross,,,,,
2009,tt1532957,Paa,men,FAIL,4300000,199228,Domestic Gross (US),,,,,
2009,tt1532957,Paa,men,FAIL,4300000,9791282,International Gross,,,,,
2013,tt1663662,Pacific Rim,notalk,FAIL,190000000,101802906,Domestic Gross (US),,,,,
2013,tt1663662,Pacific Rim,notalk,FAIL,190000000,411002906,International Gross,,,,,
2013,tt1980209,Pain & Gain,notalk,FAIL,26000000,49875291,Domestic Gross (US),,,,,
2013,tt1980209,Pain & Gain,notalk,FAIL,26000000,81275291,International Gross,,,,,
2009,tt1188729,Pandorum,notalk,FAIL,40000000,10330853,Domestic Gross (US),,,,,
2009,tt1188729,Pandorum,notalk,FAIL,40000000,17033431,International Gross,,,,,
2002,tt0258000,Panic Room,ok,PASS,48000000,95308367,Domestic Gross (US),,,,,
2002,tt0258000,Panic Room,ok,PASS,48000000,196308367,International Gross,,,,,
2007,tt1179904,Paranormal Activity,dubious,FAIL,450000,107918810,Domestic Gross (US),,,,,
2007,tt1179904,Paranormal Activity,dubious,FAIL,450000,194183034,International Gross,,,,,
2010,tt1536044,Paranormal Activity 2,ok,PASS,3000000,84752907,Domestic Gross (US),,,,,
2010,tt1536044,Paranormal Activity 2,ok,PASS,3000000,177512032,International Gross,,,,,
2011,tt1778304,Paranormal Activity 3,ok,PASS,5000000,104028807,Domestic Gross (US),,,,,
2011,tt1778304,Paranormal Activity 3,ok,PASS,5000000,207039844,International Gross,,,,,
2012,tt2109184,Paranormal Activity 4,ok,PASS,5000000,53900335,Domestic Gross (US),,,,,
2012,tt2109184,Paranormal Activity 4,ok,PASS,5000000,142793842,International Gross,,,,,
2012,tt1623288,ParaNorman,notalk,FAIL,60000000,56003051,Domestic Gross (US),,,,,
2012,tt1623288,ParaNorman,notalk,FAIL,60000000,108159011,International Gross,,,,,
2012,tt1047540,Parental Guidance,ok,PASS,25000000,77267296,Domestic Gross (US),,,,,
2012,tt1047540,Parental Guidance,ok,PASS,25000000,120168633,International Gross,,,,,
2006,tt0401711,Paris je t&#39;aime,dubious,FAIL,13000000,4857374,Domestic Gross (US),,,,,
2006,tt0401711,Paris je t&#39;aime,dubious,FAIL,13000000,4857374,International Gross,,,,,
2013,tt1904996,Parker,ok,PASS,35000000,17616641,Domestic Gross (US),,,,,
2013,tt1904996,Parker,ok,PASS,35000000,46346651,International Gross,,,,,
2011,tt1092026,Paul,ok,PASS,40000000,37412945,Domestic Gross (US),,,,,
2011,tt1092026,Paul,ok,PASS,40000000,100179814,International Gross,,,,,
1999,tt0120784,Payback,notalk,FAIL,50000000,81526121,Domestic Gross (US),,,,,
1999,tt0120784,Payback,notalk,FAIL,50000000,161626121,International Gross,,,,,
2001,tt0213149,Pearl Harbor,men,FAIL,151500000,198539855,Domestic Gross (US),,,,,
2001,tt0213149,Pearl Harbor,men,FAIL,151500000,449239855,International Gross,,,,,
2013,tt1699755,Peeples,dubious,FAIL,15000000,9177065,Domestic Gross (US),,,,,
2013,tt1699755,Peeples,dubious,FAIL,15000000,9177065,International Gross,,,,,
1986,tt0091738,Peggy Sue Got Married,ok,PASS,18000000,41382841,Domestic Gross (US),,,,,
1986,tt0091738,Peggy Sue Got Married,ok,PASS,18000000,41382841,International Gross,,,,,
2012,tt1716777,People Like Us,ok,PASS,16000000,12431792,Domestic Gross (US),,,,,
2012,tt1716777,People Like Us,ok,PASS,16000000,12431792,International Gross,,,,,
